key,en,ar,notes
promotions.fields.value,Value,القيمة,
promotions.fields.value_type,Value Type,نوع القيمة,
promotions.form.allocation.across.description,Applies value across items,تطبيق القيمة عبر العناصر,
promotions.form.allocation.across.title,Across,عبر,
promotions.form.allocation.each.description,Applies value on each item,تطبيق القيمة على كل عنصر,
promotions.form.allocation.each.title,Each,كل,
promotions.form.allocation.once.description,Applies value to a limited number of items,,
promotions.form.allocation.once.title,Once,,
promotions.form.and,AND,و,
promotions.form.campaign.existing.description,Add promotion to an existing campaign.,إضافة العرض الترويجي إلى حملة موجودة.,
promotions.form.campaign.existing.placeholder.desc,You can create one to track multiple promotions and set budget limits.,يمكنك إنشاء واحدة لتتبع العروض الترويجية المتعددة وتحديد حدود الميزانية.,
promotions.form.campaign.existing.placeholder.title,No existing campaigns,لا توجد حملات موجودة,
promotions.form.campaign.existing.title,Existing Campaign,حملة موجودة,
promotions.form.campaign.new.description,Create a new campaign for this promotion.,إنشاء حملة جديدة لهذا العرض الترويجي.,
promotions.form.campaign.new.title,New Campaign,حملة جديدة,
promotions.form.campaign.none.description,Proceed without associating promotion with campaign,المتابعة دون ربط العرض الترويجي بحملة,
promotions.form.campaign.none.title,Without Campaign,بدون حملة,
promotions.form.code.description,The code your customers will enter during checkout.,الرمز الذي سيدخله عملاؤك أثناء الدفع.,
promotions.form.code.title,Code,الرمز,
promotions.form.limit.description,Maximum number of times this promotion can be used across all orders. Leave empty for unlimited usage.,,
promotions.form.limit.title,Usage Limit,,
promotions.form.max_quantity.description,Maximum quantity of items this promotion applies to.,الكمية القصوى من العناصر التي ينطبق عليها هذا العرض الترويجي.,
promotions.form.max_quantity.title,Maximum Quantity,الكمية القصوى,
promotions.form.method.automatic.description,Customers will see this promotion at checkout,سيشاهد العملاء هذا العرض الترويجي عند الدفع,
promotions.form.method.automatic.title,Automatic,تلقائي,
promotions.form.method.code.description,Customers must enter this code at checkout,يجب على العملاء إدخال هذا الرمز عند الدفع,
promotions.form.method.code.title,Promotion code,رمز العرض الترويجي,
promotions.form.method.label,Method,الطريقة,
promotions.form.required,Required,مطلوب,
promotions.form.selectAttribute,Select Attribute,اختر السمة,
promotions.form.status.active.description,Customers will be able to use the code,العرض الترويجي مفعل,
promotions.form.status.active.title,Active,مفعل,
promotions.form.status.draft.description,Customers will not be able to use the code yet,العرض الترويجي في وضع المسودة,
promotions.form.status.draft.title,Draft,مسودة,
promotions.form.status.inactive.description,Customers will no longer be able to use the code,العرض الترويجي معطل,
promotions.form.status.inactive.title,Inactive,معطل,
promotions.form.status.label,Status,الحالة,
promotions.form.taxInclusive.description,Enable this field to apply the promotion after taxes,,
promotions.form.taxInclusive.title,Does promotion include taxes?,,
promotions.form.type.buyget.description,Buy X get Y promotion,عرض ترويجي اشتر X واحصل على Y,
promotions.form.type.buyget.title,Buy Get,اشتر واحصل,
promotions.form.type.standard.description,A standard promotion,عرض ترويجي قياسي,
promotions.form.type.standard.title,Standard,قياسي,
promotions.form.value.invalid,Invalid promotion value,,
promotions.form.value.title,Promotion Value,قيمة العرض الترويجي,
promotions.form.value_type.fixed.description,The amount to be discounted. eg. 100,المبلغ الذي سيتم خصمه. على سبيل المثال: 100,
promotions.form.value_type.fixed.title,Fixed amount,قيمة العرض الترويجي,
promotions.form.value_type.percentage.description,The percentage to discount off the amount. eg. 8%,النسبة المئوية للخصم من المبلغ. على سبيل المثال: 8%,
promotions.form.value_type.percentage.title,Percentage,قيمة العرض الترويجي,
promotions.sections.details,Promotion Details,تفاصيل العرض الترويجي,
promotions.tabs.campaign,Campaign,الحملة,
promotions.tabs.details,Details,التفاصيل,
promotions.tabs.template,Type,النوع,
promotions.toasts.promotionCreateSuccess,Promotion ({{code}}) was successfully created.,تم إنشاء العرض الترويجي ({{code}}) بنجاح.,
promotions.tooltips.campaignType,The currency code must be selected in the promotion to set a spend budget.,يجب اختيار رمز العملة في العرض الترويجي لتحديد ميزانية الإنفاق.,
promotions.type,Promotion type,نوع العرض الترويجي,
refundReasons.calloutHint,Manage the reasons to categorize refunds.,,
refundReasons.create.header,Add Refund Reason,,
refundReasons.create.hint,Create a new refund reason to categorize refunds.,,
refundReasons.create.subtitle,Specify the most common reasons for refunds.,,
refundReasons.create.successToast,Refund reason {{label}} was successfully created.,,
refundReasons.delete.confirmation,"You are about to delete the refund reason ""{{label}}"". This action cannot be undone.",,
refundReasons.delete.successToast,Refund reason was successfully deleted.,,
refundReasons.domain,Refund Reasons,,
refundReasons.edit.header,Edit Refund Reason,,
refundReasons.edit.subtitle,Edit the value of the refund reason.,,
refundReasons.edit.successToast,Refund reason {{label}} was successfully updated.,,
refundReasons.editReason,Edit Refund Reason,,
refundReasons.fields.code.label,Code,,
refundReasons.fields.code.placeholder,gesture_of_goodwill,,
refundReasons.fields.description.label,Description,,
refundReasons.fields.description.placeholder,Customer had a bad shopping experience,,
refundReasons.fields.label.label,Label,,
refundReasons.fields.label.placeholder,Gesture of goodwill,,
refundReasons.subtitle,Manage reasons for issuing refunds.,,
regions.addCountries,Add countries,إضافة دول,
regions.automaticTaxesHint,"When enabled, taxes will only be calculated at checkout based on the shipping address.",عند التمكين، سيتم حساب الضرائب فقط عند الدفع بناءً على عنوان الشحن.,
regions.calculated,Calculated,محسوب,
regions.countriesHint,Add the countries included in this region.,أضف الدول المدرجة في هذه المنطقة.,
